         414664 function calls (404841 primitive calls) in 0.342 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 __init__.py:216(<listcomp>)
        1    0.000    0.000    0.002    0.002 misc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 recipe.py:9(__init__)
        1    0.000    0.000    0.060    0.060 recipe.py:1(<module>)
        1    0.000    0.000    0.000    0.000 decorators.py:15(<module>)
        1    0.000    0.000    0.000    0.000 fitrecipe.py:33(<module>)
        1    0.000    0.000    0.000    0.000 runner.py:1(<module>)
        1    0.000    0.000    0.000    0.000 signals.py:1(<module>)
        8    0.000    0.000    0.000    0.000 core.py:8103(getdoc)
        1    0.000    0.000    0.000    0.000 _iotools.py:451(StringConverter)
        1    0.000    0.000    0.000    0.000 arraypad.py:5(<module>)
        1    0.000    0.000    0.000    0.000 helper.py:4(<module>)
        1    0.000    0.000    0.000    0.000 polyutils.py:28(<module>)
        1    0.000    0.000    0.000    0.000 format.py:163(<module>)
        1    0.000    0.000    0.000    0.000 _datasource.py:196(DataSource)
        1    0.000    0.000    0.003    0.003 __init__.py:3(<module>)
        1    0.000    0.000    0.000    0.000 defmatrix.py:72(matrix)
        1    0.000    0.000    0.003    0.003 defmatrix.py:1(<module>)
       18    0.000    0.000    0.000    0.000 _add_newdocs_scalars.py:18(type_aliases_gen)
        1    0.000    0.000    0.000    0.000 records.py:35(<module>)
       52    0.000    0.000    0.000    0.000 _add_newdocs.py:6230(refer_to_array_attribute)
        1    0.000    0.000    0.000    0.000 _asarray.py:5(<module>)
        1    0.000    0.000    0.000    0.000 defchararray.py:1805(chararray)
       16    0.000    0.000    0.000    0.000 _type_aliases.py:44(_bits_of)
        9    0.000    0.000    0.000    0.000 {built-in method numpy.seterrobj}
        1    0.000    0.000    0.001    0.001 __init__.py:97(<module>)
        1    0.000    0.000    0.000    0.000 scanner.py:2(<module>)
        1    0.000    0.000    0.000    0.000 pprint.py:35(<module>)
       65    0.000    0.000    0.000    0.000 pyparsing.py:1366(postParse)
       14    0.000    0.000    0.000    0.000 pyparsing.py:2026(__call__)
        6    0.000    0.000    0.000    0.000 pyparsing.py:4781(<lambda>)
        2    0.000    0.000    0.001    0.000 pyparsing.py:4763(srange)
       94    0.000    0.000    0.000    0.000 pyparsing.py:4890(<genexpr>)
        1    0.000    0.000    0.000    0.000 coo.py:1(<module>)
        1    0.000    0.000    0.000    0.000 bsr.py:22(bsr_matrix)
       18    0.000    0.000    0.000    0.000 data.py:131(_create_method)
        1    0.000    0.000    0.000    0.000 dia.py:1(<module>)
        1    0.000    0.000    0.000    0.000 zipp.py:1(<module>)
        1    0.000    0.000    0.001    0.001 functools.py:1(<module>)
      119    0.000    0.000    0.000    0.000 opcode.py:39(def_op)
       45    0.000    0.000    0.000    0.000 inspect.py:72(isclass)
       30    0.000    0.000    0.000    0.000 inspect.py:478(getmro)
      167    0.000    0.000    0.000    0.000 inspect.py:2521(default)
        1    0.000    0.000    0.000    0.000 charset.py:6(<module>)
        2    0.000    0.000    0.000    0.000 random.py:97(seed)
        1    0.000    0.000    0.000    0.000 string.py:65(__init__)
        1    0.000    0.000    0.000    0.000 datetime.py:774(date)
        1    0.000    0.000    0.000    0.000 datetime.py:1509(datetime)
        1    0.000    0.000    0.000    0.000 datetime.py:2136(timezone)
        1    0.000    0.000    0.000    0.000 subprocess.py:633(Popen)
        1    0.000    0.000    0.000    0.000 bz2.py:5(<module>)
        2    0.000    0.000    0.001    0.000 __init__.py:2276(declare_namespace)
       13    0.000    0.000    0.000    0.000 __init__.py:2381(_is_zip_egg)
        1    0.000    0.000    0.000    0.000 __init__.py:2567(Distribution)
        1    0.000    0.000    0.016    0.016 __init__.py:552(__init__)
       32    0.000    0.000    0.000    0.000 process.py:196(daemon)
        2    0.000    0.000    0.000    0.000 threading.py:1092(is_alive)
        1    0.000    0.000    0.001    0.001 linecache.py:82(updatecache)
        1    0.000    0.000    0.000    0.000 specifiers.py:39(BaseSpecifier)
       33    0.000    0.000    0.000    0.000 enum.py:633(value)
        3    0.000    0.000    0.000    0.000 enum.py:805(_create_pseudo_member_)
        2    0.000    0.000    0.000    0.000 functools.py:763(singledispatch)
        1    0.000    0.000    0.000    0.000 {method 'close' of '_io.TextIOWrapper' objects}
       13    0.000    0.000    0.000    0.000 {built-in method _abc._abc_register}
        3    0.000    0.000    0.000    0.000 {built-in method posix.uname}
       61    0.000    0.000    0.000    0.000 {built-in method builtins.divmod}
       43    0.000    0.000    0.000    0.000 {built-in method builtins.iter}
       17    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
       36    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
       48    0.000    0.000    0.000    0.000 {method 'pop' of 'list' objects}
       27    0.000    0.000    0.000    0.000 {method 'reverse' of 'list' objects}
        1    0.000    0.000    0.000    0.000 connection.py:390(_send_bytes)
        1    0.000    0.000    0.000    0.000 _qap.py:1(<module>)
        1    0.000    0.000    0.000    0.000 util.py:4(read_config)
        3    0.000    0.000    0.000    0.000 glob.py:145(has_magic)
        1    0.000    0.000    0.000    0.000 pool.py:676(__init__)
       22    0.000    0.000    0.000    0.000 codata.py:1572(value)
        1    0.000    0.000    0.003    0.003 _geometric_slerp.py:1(<module>)
        2    0.000    0.000    0.000    0.000 cobyla.py:30(synchronized)
        1    0.000    0.000    0.001    0.001 minpack.py:1(<module>)
        6    0.000    0.000    0.001    0.000 _threadsafety.py:52(decorator)
       22    0.000    0.000    0.000    0.000 decorator.py:195(<genexpr>)
        2    0.000    0.000    0.001    0.001 __init__.py:8(<module>)
        1    0.000    0.000    0.000    0.000 molecule.py:83(<module>)
        6    0.000    0.000    0.000    0.000 dataclasses.py:910(<listcomp>)
        6    0.000    0.000    0.002    0.000 dataclasses.py:1001(wrap)
        1    0.000    0.000    0.000    0.000 _decomp_cossin.py:2(<module>)
       19    0.000    0.000    0.000    0.000 dataclasses.py:457(_init_param)
       25    0.000    0.000    0.000    0.000 dataclasses.py:541(<genexpr>)
        1    0.000    0.000    0.000    0.000 decomp_cholesky.py:1(<module>)
        1    0.000    0.000    0.000    0.000 decomp_qr.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:242(<listcomp>)
        7    0.000    0.000    0.000    0.000 _util.py:395(<dictcomp>)
        7    0.000    0.000    0.000    0.000 _util.py:398(<dictcomp>)
        3    0.000    0.000    0.000    0.000 blas.py:259(find_best_blas_type)
       16    0.000    0.000    0.000    0.000 _pep440.py:301(<genexpr>)
        1    0.000    0.000    0.000    0.000 _pep440.py:285(Version)
       12    0.000    0.000    0.000    0.000 _pep440.py:392(_parse_letter_version)
        1    0.000    0.000    0.000    0.000 sgconstraints.py:16(<module>)
        1    0.000    0.000    0.000    0.000 nosetester.py:6(<module>)
        1    0.000    0.000    0.000    0.000 result.py:1(<module>)
        1    0.000    0.000    0.004    0.004 builder.py:78(<module>)
        1    0.000    0.000    0.000    0.000 six.py:882(wrapper)
        1    0.000    0.000    0.000    0.000 __future__.py:48(<module>)
       10    0.000    0.000    0.000    0.000 extras.py:235(__init__)
        6    0.000    0.000    0.000    0.000 six.py:131(__init__)
        6    0.000    0.000    0.000    0.000 core.py:1141(__init__)
        7    0.000    0.000    0.000    0.000 core.py:2553(_arraymethod)
        2    0.000    0.000    0.000    0.000 core.py:2948(_update_from)
        1    0.000    0.000    0.000    0.000 _iotools.py:3(<module>)
        1    0.000    0.000    0.000    0.000 polynomial.py:1068(poly1d)
       14    0.000    0.000    0.000    0.000 mixins.py:26(_reflected_binary_method)
        1    0.000    0.000    0.000    0.000 ufunclike.py:16(_deprecate_out_named_y)
        2    0.000    0.000    0.000    0.000 index_tricks.py:754(__init__)
        1    0.000    0.000    0.000    0.000 linalg.py:73(_determine_error_states)
        1    0.000    0.000    0.000    0.000 memmap.py:1(<module>)
        1    0.000    0.000    0.000    0.000 machar.py:7(<module>)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:158(_set_up_aliases)
        3    0.000    0.000    0.000    0.000 numerictypes.py:230(obj2sctype)
        1    0.000    0.000    0.000    0.000 _string_helpers.py:5(<module>)
        3    0.000    0.000    0.000    0.000 {built-in method numpy.empty}
       18    0.000    0.000    0.000    0.000 {built-in method numpy.geterrobj}
        1    0.000    0.000    0.000    0.000 numbers.py:32(Complex)
        1    0.000    0.000    0.000    0.000 numbers.py:294(Integral)
        3    0.000    0.000    0.000    0.000 pyparsing.py:1567(resetCache)
        3    0.000    0.000    0.000    0.000 pyparsing.py:1877(__mul__)
       12    0.000    0.000    0.000    0.000 pyparsing.py:2045(suppress)
       78    0.000    0.000    0.000    0.000 pyparsing.py:2052(leaveWhitespace)
       10    0.000    0.000    0.000    0.000 pyparsing.py:2963(__str__)
        8    0.000    0.000    0.000    0.000 pyparsing.py:3508(__str__)
       10    0.000    0.000    0.000    0.000 pyparsing.py:3945(__str__)
        2    0.000    0.000    0.000    0.000 pyparsing.py:4450(delimitedList)
        1    0.000    0.000    0.000    0.000 lil.py:20(lil_matrix)
        1    0.000    0.000    0.000    0.000 dok.py:23(dok_matrix)
        7    0.000    0.000    0.000    0.000 _legacy.py:15(deprecated)
        1    0.000    0.000    0.000    0.000 abc.py:49(Traversable)
        1    0.000    0.000    0.000    0.000 pathlib.py:1010(Path)
       46    0.000    0.000    0.000    0.000 typing.py:176(<listcomp>)
        6    0.000    0.000    0.000    0.000 inspect.py:276(isbuiltin)
        6    0.000    0.000    0.000    0.000 inspect.py:1837(_signature_is_functionlike)
        6    0.000    0.000    0.000    0.000 inspect.py:2843(replace)
       49    0.000    0.000    0.000    0.000 {method 'getrandbits' of '_random.Random' objects}
        8    0.000    0.000    0.001    0.000 hashlib.py:73(__get_builtin_constructor)
        1    0.000    0.000    0.000    0.000 errors.py:5(<module>)
        1    0.000    0.000    0.000    0.000 string.py:15(<module>)
        5    0.000    0.000    0.000    0.000 datetime.py:409(_check_time_fields)
        1    0.000    0.000    0.000    0.000 datetime.py:1162(time)
        3    0.000    0.000    0.000    0.000 datetime.py:1517(__new__)
        1    0.000    0.000    0.000    0.000 expat.py:1(<module>)
       17    0.000    0.000    0.002    0.000 platform.py:1061(system)
        1    0.000    0.000    0.000    0.000 subprocess.py:1621(_wait)
       12    0.000    0.000    0.014    0.001 __init__.py:2017(_by_version_descending)
        1    0.000    0.000    0.000    0.000 zipfile.py:1182(ZipFile)
        1    0.000    0.000    0.000    0.000 struct.py:3(<module>)
        1    0.000    0.000    0.000    0.000 pickle.py:372(_Pickler)
        1    0.000    0.000    0.000    0.000 context.py:30(BaseContext)
       10    0.000    0.000    0.000    0.000 threading.py:75(RLock)
        3    0.000    0.000    0.000    0.000 threading.py:728(_newname)
        7    0.000    0.000    0.000    0.000 threading.py:1116(daemon)
        3    0.000    0.000    0.000    0.000 threading.py:1131(daemon)
        1    0.000    0.000    0.001    0.001 traceback.py:1(<module>)
        1    0.000    0.000    0.000    0.000 token.py:1(<module>)
        1    0.000    0.000    0.000    0.000 version.py:106(LegacyVersion)
       26    0.000    0.000    0.000    0.000 textwrap.py:474(predicate)
       36    0.000    0.000    0.000    0.000 enum.py:628(name)
       37    0.000    0.000    0.000    0.000 __init__.py:22(<genexpr>)
       12    0.000    0.000    0.000    0.000 re.py:309(_subx)
        9    0.000    0.000    0.000    0.000 enum.py:130(__prepare__)
       24    0.000    0.000    0.000    0.000 enum.py:203(<genexpr>)
       10    0.000    0.000    0.000    0.000 functools.py:458(lru_cache)
        3    0.000    0.000    0.000    0.000 weakref.py:356(__init__)
       13    0.000    0.000    0.000    0.000 abc.py:130(register)
        5    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1114(__iter__)
        5    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:232(_requires_builtin_wrapper)
        5    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:740(create_module)
       52    0.000    0.000    0.000    0.000 {method 'items' of 'mappingproxy' objects}
        3    0.000    0.000    0.000    0.000 {built-in method posix.register_at_fork}
       33    0.000    0.000    0.000    0.000 {built-in method posix.WIFSIGNALED}
       33    0.000    0.000    0.000    0.000 {built-in method posix.WIFEXITED}
        5    0.000    0.000    0.000    0.000 {built-in method _imp.exec_builtin}
       18    0.000    0.000    0.000    0.000 {built-in method builtins.vars}
        6    0.000    0.000    0.000    0.000 {method 'rsplit' of 'str' objects}
        8    0.000    0.000    0.000    0.000 {method 'cast' of 'memoryview' objects}
        1    0.000    0.000    0.000    0.000 connection.py:181(send_bytes)
        2    0.000    0.000    0.000    0.000 connection.py:506(Pipe)
        4    0.000    0.000    0.000    0.000 synchronize.py:161(__init__)
        1    0.000    0.000    0.000    0.000 popen_fork.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _dual_annealing.py:8(<module>)
        1    0.000    0.000    0.000    0.000 glob.py:9(glob)
        1    0.000    0.000    0.000    0.000 glob.py:1(<module>)
        1    0.000    0.000    0.105    0.105 pool.py:544(terminate)
        1    0.000    0.000    0.000    0.000 pool.py:146(Pool)
        4    0.000    0.000    0.000    0.000 util.py:171(register_after_fork)
        1    0.000    0.000    0.105    0.105 util.py:205(__call__)
        1    0.000    0.000    0.000    0.000 distance.py:1956(<dictcomp>)
        1    0.000    0.000    0.000    0.000 _shgo.py:446(SHGO)
        1    0.000    0.000    0.000    0.000 __init__.py:104(<listcomp>)
        1    0.000    0.000    0.000    0.000 kdtree.py:3(<module>)
        1    0.000    0.000    0.000    0.000 _spherical_voronoi.py:6(<module>)
        1    0.000    0.000    0.000    0.000 _remove_redundancy.py:4(<module>)
        1    0.000    0.000    0.000    0.000 interpolative.py:383(<module>)
        1    0.000    0.000    0.000    0.000 _differentialevolution.py:334(DifferentialEvolutionSolver)
